0,668,704,5.0,0,10000000000,,handover_eval
1,637,635,5.0,8000000000,10000000000,,handover_eval
2,657,680,5.0,16000000000,10000000000,,handover_eval
3,657,647,5.0,24000000000,10000000000,,handover_eval
4,649,635,5.0,32000000000,10000000000,,handover_eval
5,692,702,5.0,40000000000,10000000000,,handover_eval
6,687,703,5.0,48000000000,10000000000,,handover_eval
7,712,641,5.0,56000000000,10000000000,,handover_eval
8,647,683,5.0,64000000000,10000000000,,handover_eval
9,649,690,5.0,72000000000,10000000000,,handover_eval
10,651,674,5.0,80000000000,10000000000,,handover_eval
11,723,684,5.0,88000000000,10000000000,,handover_eval
12,675,632,5.0,96000000000,10000000000,,handover_eval
13,653,659,5.0,104000000000,10000000000,,handover_eval
14,649,638,5.0,112000000000,10000000000,,handover_eval
15,722,684,5.0,120000000000,10000000000,,handover_eval
16,712,665,5.0,128000000000,10000000000,,handover_eval
17,626,670,5.0,136000000000,10000000000,,handover_eval
18,689,627,5.0,144000000000,10000000000,,handover_eval
19,627,657,5.0,152000000000,10000000000,,handover_eval
20,645,651,5.0,160000000000,10000000000,,handover_eval
21,719,629,5.0,168000000000,10000000000,,handover_eval
22,708,661,5.0,176000000000,10000000000,,handover_eval
23,704,722,5.0,184000000000,10000000000,,handover_eval
24,699,633,5.0,192000000000,10000000000,,handover_eval
