0,630,639,5000000,0,,handover_eval
1,662,674,5000000,3000000000,,handover_eval
2,704,654,5000000,6000000000,,handover_eval
3,640,655,5000000,9000000000,,handover_eval
4,640,717,5000000,12000000000,,handover_eval
5,706,684,5000000,15000000000,,handover_eval
6,684,670,5000000,18000000000,,handover_eval
7,662,659,5000000,21000000000,,handover_eval
8,695,639,5000000,24000000000,,handover_eval
9,689,720,5000000,27000000000,,handover_eval
10,697,674,5000000,30000000000,,handover_eval
11,696,667,5000000,33000000000,,handover_eval
12,641,713,5000000,36000000000,,handover_eval
13,649,660,5000000,39000000000,,handover_eval
14,659,720,5000000,42000000000,,handover_eval
15,670,700,5000000,45000000000,,handover_eval
16,668,700,5000000,48000000000,,handover_eval
17,694,668,5000000,51000000000,,handover_eval
18,705,716,5000000,54000000000,,handover_eval
19,701,633,5000000,57000000000,,handover_eval
20,708,694,5000000,60000000000,,handover_eval
21,645,673,5000000,63000000000,,handover_eval
22,657,661,5000000,66000000000,,handover_eval
23,682,647,5000000,69000000000,,handover_eval
24,665,655,5000000,72000000000,,handover_eval
25,669,629,5000000,75000000000,,handover_eval
26,637,659,5000000,78000000000,,handover_eval
27,657,701,5000000,81000000000,,handover_eval
28,657,667,5000000,84000000000,,handover_eval
29,649,653,5000000,87000000000,,handover_eval
30,692,717,5000000,90000000000,,handover_eval
31,687,716,5000000,93000000000,,handover_eval
32,712,652,5000000,96000000000,,handover_eval
33,647,692,5000000,99000000000,,handover_eval
34,649,697,5000000,102000000000,,handover_eval
35,651,679,5000000,105000000000,,handover_eval
36,723,687,5000000,108000000000,,handover_eval
37,675,633,5000000,111000000000,,handover_eval
38,653,658,5000000,114000000000,,handover_eval
39,649,635,5000000,117000000000,,handover_eval
40,722,679,5000000,120000000000,,handover_eval
41,712,658,5000000,123000000000,,handover_eval
42,626,661,5000000,126000000000,,handover_eval
43,688,716,5000000,129000000000,,handover_eval
44,627,644,5000000,132000000000,,handover_eval
45,645,635,5000000,135000000000,,handover_eval
46,718,711,5000000,138000000000,,handover_eval
47,708,642,5000000,141000000000,,handover_eval
48,704,700,5000000,144000000000,,handover_eval
49,698,710,5000000,147000000000,,handover_eval
50,671,661,5000000,150000000000,,handover_eval
51,660,701,5000000,153000000000,,handover_eval
52,720,653,5000000,156000000000,,handover_eval
53,648,650,5000000,159000000000,,handover_eval
54,665,690,5000000,162000000000,,handover_eval
55,721,635,5000000,165000000000,,handover_eval
56,721,722,5000000,168000000000,,handover_eval
57,687,714,5000000,171000000000,,handover_eval
58,719,649,5000000,174000000000,,handover_eval
59,693,709,5000000,177000000000,,handover_eval
60,652,653,5000000,180000000000,,handover_eval
61,642,653,5000000,183000000000,,handover_eval
62,650,694,5000000,186000000000,,handover_eval
63,644,677,5000000,189000000000,,handover_eval
64,635,695,5000000,192000000000,,handover_eval
65,714,664,5000000,195000000000,,handover_eval
66,685,722,5000000,198000000000,,handover_eval
67,660,634,5000000,201000000000,,handover_eval
68,687,719,5000000,204000000000,,handover_eval
69,673,671,5000000,207000000000,,handover_eval
70,711,664,5000000,210000000000,,handover_eval
71,684,642,5000000,213000000000,,handover_eval
72,651,681,5000000,216000000000,,handover_eval
73,633,694,5000000,219000000000,,handover_eval
74,697,661,5000000,222000000000,,handover_eval
75,653,687,5000000,225000000000,,handover_eval
76,627,724,5000000,228000000000,,handover_eval
77,687,651,5000000,231000000000,,handover_eval
78,632,711,5000000,234000000000,,handover_eval
79,627,631,5000000,237000000000,,handover_eval
80,654,658,5000000,240000000000,,handover_eval
81,668,694,5000000,243000000000,,handover_eval
